method_key,method_label,precision_at_10,precision_at_10_pct,mrr,mrr_pct,ndcg_at_10,ndcg_at_10_pct,zero_result_rate,zero_result_rate_pct,avg_latency_ms
sql_contains,SQL contains baseline,0.1790322580645161,17.90322580645161,0.8467741935483871,84.67741935483872,0.8488859637672815,84.88859637672816,0.12903225806451613,12.903225806451612,0.1860030335043987
text_only,Text scoring only,0.18064516129032257,18.064516129032256,0.8306451612903226,83.06451612903226,0.8237190158686191,82.37190158686191,0.16129032258064516,16.129032258064516,3.497142995454544
text_identity,Text plus identity fields,0.1951612903225806,19.51612903225806,0.9758064516129032,97.58064516129032,0.96462810646756,96.462810646756,0,0,3.321964778812313
full_ranker,Full chain_resource_rank_v1,0.1951612903225806,19.51612903225806,0.9758064516129032,97.58064516129032,0.96462810646756,96.462810646756,0,0,3.5095950940615825
